Headline,Body ID,Stance
Seth Rogen may play Steve Wozniak alongside Christian Bale as Steve Jobs,646,unrelated
CNN Posts Alleged Audio of Michael Brown Shooting,1426,discuss
Video shows ISIL beheading of photojournalist James Foley,1574,unrelated
Mum Offers to Sell Twin Boy to Save Twin Girl,819,unrelated
Hundreds of Palestinians flee floods in Gaza as Israel opens dams,2055,unrelated
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,298,unrelated
Sugarhill Gang Rapper Big Bank Hank Dies at 57,105,unrelated
Islamic State May Have Fighter Jets Now After Seizing Russian-Made MiGs,495,discuss
Have Kanye & Kim Been Banned From Future Grammy Ceremonies?,2255,discuss
More American Weapons for ISIS,693,unrelated
Banksy arrest hoax: US website claims street artist caught in Watford,2389,unrelated
Does Vogue's New Office Have a Rat Infestation?,2080,unrelated
Iraqi media says ISIS militants have contracted Ebola,93,unrelated
India: 400 men cut off their testicles to 'get closer to God' following advice from 'guru',104,unrelated
Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,2175,unrelated
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,40,unrelated
NASA Raises Doubts About Reports of Nicaraguan Meteorite,971,unrelated
Amazon Is Going To Open A Physical Store!,703,unrelated
Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax,1036,unrelated
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,2060,discuss
Mexico prosecutor: Students not in 1st mass graves,1419,unrelated
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,2295,discuss
CNN audio: Is this the moment Michael Brown was shot?,1921,unrelated
Apple may launch 12-inch MacBook Air with Retina Display,724,unrelated
KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants,1301,unrelated
New Audio Allegedly Captures Moment Michael Brown Was Shot,2492,unrelated
ISIL Beheads American Photojournalist in Iraq,195,discuss
US officials: Video shows American's execution,1547,unrelated
Experts: More facts needed on purported audio recording of Michael Brown shooting,1966,unrelated
World's oldest burger,1586,discuss
LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,2055,unrelated
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,962,unrelated
Luke Somers' sister says he was killed in failed Yemen rescue attempt,2495,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,1122,discuss
Iraq: US to Probe ISIS' Chlorine Attack on Iraqi Security Personnel,1177,unrelated
Daash Ebola transferred to Mosul {Google Translate],93,unrelated
ISIS Getting Ebola,5,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1347,unrelated
New iOS 8 bug can delete all of your iCloud documents,1361,unrelated
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,467,unrelated
CNN audio: Is this the moment Michael Brown was shot?,1692,discuss
Former British Rapper Reportedly Under Investigation for James Foley Beheading,1202,discuss
New Audio Allegedly Captures Moment Michael Brown Was Shot,662,unrelated
High school student scores $72M playing the stock market,2367,unrelated
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,2304,unrelated
US drones hunt Isis leader in Syria,933,unrelated
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1658,unrelated
New Audio Allegedly Captures Moment Michael Brown Was Shot,1950,unrelated
Nigeria says it has deal with Boko Haram to release kidnapped girls,1821,discuss
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,587,unrelated
Boko Haram denies truce to release kidnapped schoolgirls,402,unrelated
Is Kim Jong-un’s sister now the power behind the North Korean throne?,2046,unrelated
Jihadi John identity revealed as Mohammed Emwazi: live,472,unrelated
IS militant 'Jihadi John' named as Mohammed Emwazi from London,2033,unrelated
UPDATE: Internet report of Ebola outbreak in Purdon not true,2354,unrelated
Terrorism fears rise amid reports of stolen jetliners,1644,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',1224,unrelated
Fence jumper reportedly made it much further into White House than Secret Service said,887,unrelated
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,1549,unrelated
Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,391,unrelated
Militant Group Says It Killed American Journalist in Syria,2525,unrelated
Christian Bale quits Steve Jobs movie,830,unrelated
Airport worker strips naked at security scanner in protest against guards,1832,unrelated
Isilkulskom student has gained superhero powers after shock,693,unrelated
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,626,unrelated
Large space object slams Nicaragua’s capital as asteroid passes Earth,524,unrelated
“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,2343,unrelated
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,720,unrelated
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1740,unrelated
US officials: Video shows American's execution,578,discuss
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',1106,discuss
CARLISLE HEAD SLAPPER ATTACKS SNEEZING WOMEN,2477,unrelated
Iraqi media: ISIS militants have contracted Ebola,126,unrelated
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1787,unrelated
Mexican cartel leader kills self; bodies in grave not missing students,1670,unrelated
Iraqi media says ISIS militants have contracted Ebola,1904,discuss
Christian Bale in Talks to Star in Sony's Steve Jobs Film,830,unrelated
Lebanon confirms holding ISIS chief’s kin,2155,discuss
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,1081,unrelated
Lynch Mob Castrates Alleged Rapist In Rajasthan,214,discuss
Nigeria says ceasefire agreed with Boko Haram,1885,discuss
Missing Libyan jetliners raise fears of terror attacks on 9/11,508,discuss
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,672,discuss
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1893,discuss
Christian Bale won't play Steve Jobs,1368,unrelated
Comcast gets customer fired for complaining about poor service,2192,unrelated
Video Purports to Show Beheading of American Journalist,2109,unrelated
WHO investigates media reports ISIS fighters contracted Ebola,1040,discuss
'Spiderman' squished: Perth experts debunk spider burrowing claims,2459,unrelated
Cameron vows to hunt down IS 'monsters' after Haines murder,1224,discuss
Meteor Leaves 40-Foot Crater Near Managua's Airport,10,unrelated
Former U.S. soldier says IS used chemical weapons in Kobani,1093,unrelated
Report: Secret Service Lied About White House Fence Jumper,500,unrelated
Matt Taibbi on leave of absence from First Look Media,82,unrelated
Mass grave found after 40 students disappear in Mexican protest,2342,discuss
Vice CEO Throws Down $300K on Lavish Vegas Dinner,2034,unrelated
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,324,unrelated
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,1120,discuss
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,280,unrelated
Islamic State reports youngest jihadist 'martyred' in battle,816,unrelated
Meteorite 'caused mysterious boom in Nicaragua',381,unrelated
See the Crater a Meteorite Made in Nicaragua,1795,unrelated
Media outlets identify 'Jihadi John',1198,discuss
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1289,unrelated
Pentagon: ISIS Got U.S. Weapons Package,2213,unrelated
Nasa questions whether crater in Nicaragua caused by meteorite,1068,discuss
Nigeria Boko Haram blamed for raids despite truce claim,1139,discuss
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1481,unrelated
Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,1169,unrelated
GCPD Solved Stolen Batmobile Case?,1237,discuss
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,2455,discuss
The Chinese Guide to Avoiding a Bad English Name,299,unrelated
KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants,1843,unrelated
US officials: Video shows American's execution,984,unrelated
This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,2477,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1605,discuss
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,1120,unrelated
Senator: Detainees swapped for Bergdahl have contacted militants,773,discuss
The “Flood Libel” Propagandists of 2015,719,unrelated
Penis graffiti drawn on £1.5million Bugatti Veyron,1183,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1658,discuss
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,304,unrelated
Media outlets identify 'Jihadi John',2033,unrelated
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,2130,unrelated
Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax,1968,unrelated
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1336,unrelated
IS using scorpion bombs to terrify Iraqi civilians,2257,unrelated
'Feminist' Lana 'Aborts Baby Because It's A Boy' And Is Surprised By Backlash,26,unrelated
US drones hunt Isis leader in Syria,2443,discuss
Crazy iPhone rig shows how Chinese workers manipulate App Store rankings,1107,unrelated
The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,1853,unrelated
Iraq Says Arrested Woman Is Not The Wife of ISIS Leader al-Baghdadi,633,unrelated
Rumors of ISIS leader's death debunked,414,unrelated
Jordan king cites Clint Eastwood in revenge vow,699,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,1291,unrelated
London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley,951,discuss
Pull the other Un! North Korean dictator has not been seen for weeks because he 'pulled tendon while doing drill with his generals',236,unrelated
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,2314,unrelated
Texas City plumber's truck ends up in Syrian war,1808,unrelated
REPORT: The Batmobile Might Have Been Stolen In Detroit,964,unrelated
Fence-jumper ran through much of main floor of White House: report,2409,discuss
Spec leak suggests Apple Watch will be on par with Android Wear rivals,589,discuss
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2304,unrelated
Libya: Missing Libya Planes Spark Security Concerns,1336,unrelated
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1446,discuss
Surreal Photos of Fisherman’s Jaw-Dropping Catch Will Likely Have People Wondering If It’s Real,2371,unrelated
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,2088,unrelated
This College Student Claims She Was The 'Teletubbies' Sun Baby,1828,unrelated
Newly Discovered Mass Grave Linked to Missing Mexican Students,537,discuss
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,158,unrelated
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,1249,unrelated
Apple Watch launch has new timetable: Analyst,2278,unrelated
Apple may launch 12-inch MacBook Air with Retina Display,295,unrelated
Mexico Says Missing Students Not Found In First Mass Graves,1822,discuss
Large space object slams Nicaragua’s capital as asteroid passes Earth,1825,discuss
Meteor Leaves 40-Foot Crater Near Managua's Airport,2163,unrelated
MCDONALD’S WILL STOP SERVING OVERWEIGHT CUSTOMERS BEGINNING 1/1/15,1826,unrelated
ISIS supporters mourn death of ‘youngest fighter’,1795,unrelated
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,1530,unrelated
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,941,unrelated
KFC Marijuana Sales To Begin In Colorado? It’s Unbelievable — Literally,1873,unrelated
David Haines beheading video confirmed genuine; UK PM Cameron vows to hunt down ISIS 'monsters',2241,discuss
Priest who died for 48 minutes says he met God and she’s a woman,2043,unrelated
New Audio Recording From Ferguson May Capture Michael Brown Shooting,776,unrelated
Magic mushrooms found at Buckingham Palace,513,unrelated
Video: Marine survives Taliban sniper headshot thanks to helmet,532,unrelated
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,321,unrelated
Google to Buy Redwood City Offices for $585M,693,unrelated
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,7,unrelated
Christian Bale quits Steve Jobs movie,630,unrelated
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,1865,discuss
Texas Plumber Has ‘No Idea’ How Company Truck Ended Up With ISIS,2344,unrelated
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,1889,discuss
Blundering boyfriend burns down college after trying to impress his girlfriend with elaborate marriage proposal,499,unrelated
N. Korea’s Kim has leg injury but in control,2230,discuss
[Updated] Saudi State Television Allegedly Blurs Michelle Obama’s Face During Meeting With New Saudi King,1242,unrelated
An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,217,unrelated
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,1256,unrelated
Magic Mushrooms Found on Buckingham Palace Grounds,89,unrelated
Seth Rogen Eyed to Play Apple's Steve Wozniak in Christian Bale's Steve Jobs Movie (Exclusive),1002,discuss
James Foley remembered as 'brave and tireless' journalist,847,discuss
Ebola Scare in Kansas City,2104,discuss
Islamic State 'training pilots to fly fighter jets',1439,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1166,unrelated
Report: Nearly a Dozen Commercial Airliners Missing Ahead of 9/11 Anniversary After Islamists Overrun Libyan Airport,1197,discuss
ISIS Reportedly Beheads American Photojournalist in Iraq,2067,discuss
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,524,unrelated
CNN audio: Is this the moment Michael Brown was shot?,2354,unrelated
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,478,unrelated
American hostage killed in rescue attempt in Yemen - senior official,298,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,26,unrelated
WSJ: Apple cut watch health features due to erratic sensors,652,discuss
It’s About To Get Harder To Be Arrested For Pot Possession In New York City,1939,unrelated
HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,1938,unrelated
Apple may launch 12-inch MacBook Air with Retina Display,1627,unrelated
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,1476,discuss
‘Islamic tribunal confirmed in Texas’,2284,unrelated
Kim Jong-Un 'bans the name Kim Jong-un',1361,unrelated
Crazy iPhone rig shows how Chinese workers manipulate App Store rankings,105,unrelated
Iraqi social-media rumors claim IS leader slain,373,unrelated
Journalist James Wright Foley reportedly beheaded by ISIS,2304,unrelated
Video messaging service verifies timing of CNN audio recording,1400,unrelated
Apple Reportedly Relying More Heavily on Samsung for iPhone 6 and Apple Watch Components,1831,unrelated
Meet the 17-Year-Old Who Made $72 Million During His High-School Lunch Breaks,945,unrelated
Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness,271,unrelated
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,2471,discuss
Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,2410,unrelated
There was never a panel discussion on domestic violence planned for ESPN’s ‘Monday Night Football’ pregame show,1148,unrelated
Is There an ISIS Threat on the Texas-Mexico Border or Not?,2268,unrelated
US airstrike targets Al Shabaab leader Ahmed Abdi Godane in Somalia,1355,unrelated
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1166,unrelated
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,2176,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,928,discuss
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,2520,unrelated
US Marine survives headshot from Taliban (video),2452,unrelated
CBS News Names Canadian Parliament Shooting Suspect,1739,unrelated
Opposition group: ISIS militants training to fly warplanes in Syria,777,unrelated
Is Kim Jong Un's sister Kim Yo Jong in charge?,304,unrelated
This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,678,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,2453,unrelated
Michael Brown shooting audio caught on tape?,195,unrelated
ISIS fighters seize weapons airdrop meant for Kurds,2176,unrelated
Pentagon: ISIS seized materials airdropped to Kurds,213,unrelated
Star Wars: The Force Awakens to be released this summer?,2434,unrelated
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,1212,unrelated
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1295,discuss
Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,2388,unrelated
Militant Group Says It Killed American Journalist in Syria,874,unrelated
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,75,unrelated
Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',1956,discuss
Vice squad’s $1m win lights up Las Vegas,1176,unrelated
Samsung is reportedly making a secret new chip in the Apple Watch,2097,unrelated
Rumors about Fidel Castro’s death again circulate on the Internet,93,unrelated
World's oldest burger,1221,unrelated
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,1408,unrelated
Pope says dogs can go to heaven: ‘Paradise is open to all of God’s creatures’,2473,unrelated
Marijuana Law New York: How No-Arrest Policy Could Make Things Worse For Minor Offenders ,1383,unrelated
Developer quits using the app he was hired to make—or did he?,773,unrelated
Watch: US Marine saved by helmet after being shot by Taliban sniper,709,unrelated
AWESOME! Canadian Parliament’s Sergeant-at-Arms Kevin Vickers Takes Out Gunman,342,unrelated
Is There an ISIS Threat on the Texas-Mexico Border or Not?,1498,unrelated
Unverified video shows beheading of aid worker David Haines,1645,unrelated
Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer,1849,unrelated
Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,633,unrelated
Small Meteorite Strikes in Nicaragua's Capital City of Managua,2129,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,844,unrelated
Microsoft Tried Out Robot Security Guards on Its Silicon Valley Campus,1689,unrelated
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1778,discuss
CNN Airs Alleged Audio from Michael Brown Shooting,2354,unrelated
Kurds Deny Gill Rosenberg was in Kobane,214,unrelated
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1223,unrelated
Former British Rapper Reportedly Under Investigation for James Foley Beheading,634,unrelated
Ferguson riots: audio may have captured Michael Brown shooting,1921,unrelated
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1438,unrelated
Robert Plant ripped up $800M Led Zeppelin reunion contract,2489,discuss
Monster catfish which looks big enough to swallow a man whole caught in Italy,1913,unrelated
US officials: Video shows American's execution,1009,unrelated
Watch marine take sniper shot to the head and live,2252,unrelated
IS Fighters Seize Weapons Cache Meant for Kurds,1572,unrelated
Kim Jong-un: obese leader 'fractured both ankles',2141,unrelated
Video shows ISIL beheading of photojournalist James Foley,1720,unrelated
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,267,unrelated
Senator: Detainees swapped for Bergdahl have contacted militants,1439,unrelated
Small Meteorite Strikes in Nicaragua's Capital City of Managua,1722,discuss
Jose Canseco Accidentally Shot Himself in the Hand,695,unrelated
Video shows dramatic moment bullet strikes U.S. Marine’s head — and he survives thanks to kevlar helmet,1148,unrelated
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,511,unrelated
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,2293,discuss
"BREAKING: ""Brat Pack"" Judd Nelson Found Dead in Los Angeles Condo",1382,discuss
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1351,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,1471,discuss
Mohammed Islam Denies Making $72 Million From Stock Market Trading,2252,unrelated
Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,950,unrelated
Ferguson riots: audio may have captured Michael Brown shooting,2149,discuss
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,189,discuss
Psychoactive magic mushroom found in grounds of Buckingham Palace,1374,unrelated
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,666,unrelated
Mexican students not among bodies found in mass graves,777,discuss
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,121,unrelated
ISIL allegedly kills US journalist in video,2526,unrelated
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,2028,unrelated
That powerful Lego letter to parents from the 1970s? It's real,1385,unrelated
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,845,unrelated
What Glenn Beck Fears May Be Done With the 11 Missing Jets,614,unrelated
Kurds fear Isis use of chemical weapon in Kobani,829,unrelated
Boston.com pulls story accusing prof of sending ‘racist’ emails,1863,discuss
Media outlets identify 'Jihadi John',1295,unrelated
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,2287,discuss
Islamic State claims to have beheaded American journalist,1093,discuss
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,693,unrelated
Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,2192,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',2296,unrelated
Crank-Boosting Behind Top Apps in App Store,1132,discuss
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,2463,discuss
Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,2471,discuss
Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,2410,unrelated
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,737,unrelated
Tropical spider burrows under man's skin through scar,1375,unrelated
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,2035,unrelated
NBC weatherman caught urinating in the woods live on air,467,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,2060,discuss
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,913,unrelated
The baby from Teletubbies reveals herself,414,unrelated
SHOCKING: Indian Man's Penis Cut-off After He Was Caught Attempting Rape [Photos],368,unrelated
Report: Amazon to Launch Ad-Supported Streaming Service,388,unrelated
Vice CEO Throws Down $300K on Lavish Vegas Dinner,2463,unrelated
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1358,unrelated
Small Meteorite Hits Managua,2129,unrelated
This Is What It Looks Like When A Son Pays Off His Parents’ Mortgage As A Christmas Present,81,unrelated
The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,1574,unrelated
Who Should Play Steve Jobs Now That Christian Bale Quit?,630,unrelated
Kim Jong-un 'so fat he has fractured his ankles',1634,unrelated
Missing Libyan jetliners raise fears of terror attacks on 9/11,1699,unrelated
Pentagon: Airstrike killed terror leader in Somalia,1176,discuss
Paul Revere's 1795 time capsule unearthed,1545,unrelated
This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy,428,unrelated
DNA Tests Confirm Lebanon Is Holding ISIS Leader’s Child,404,unrelated
Nigeria says it has deal with Boko Haram to release kidnapped girls,2045,unrelated
Al Qaida hostage killed in raid,224,unrelated
Iraqi social-media rumors claim IS leader slain,1253,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,693,unrelated
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,692,unrelated
Spurned wife leaves cheating husband and twin naked in busy car park,374,unrelated
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,298,unrelated
Brian Williams Insists NBC News Meteorologist Did Not Pee in the Snow While on Air,2419,unrelated
British Aid Worker Confirmed Murdered By ISIS,1360,unrelated
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,1048,unrelated
Jihadi John unmasked: Former Westminster University student was arrested FIVE years ago and put on a terror watch list - but he flew to Syria to join ISIS two years later,2102,unrelated
Chinese advised to choose British-sounding names to get ahead,1913,unrelated
Missing Libyan jetliners raise fears of terror attacks on 9/11,1489,unrelated
CNN Airs Alleged Audio from Michael Brown Shooting,456,unrelated
Isis Syria News: Iraqi Pilots 'Training Isis Fighters' to Fly Captured Planes,2068,discuss
ISIS cracks down on five confirmed Ebola cases among fighters: official,2367,unrelated
Did Paul Rudd Help Tackle That Dallas Airport Gay-Basher?,1000,unrelated
Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,2230,unrelated
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,2411,unrelated
Is Kim Jong Un's sister Kim Yo Jong in charge?,17,unrelated
Apple 'working on 12-inch MacBook Air',1049,unrelated
Apple may launch 12-inch MacBook Air with Retina Display,879,unrelated
Christian Bale Won't Play Steve Jobs After All,1406,unrelated
Mexico prosecutor: Students not in 1st mass graves,2360,unrelated
Nasa questions whether crater in Nicaragua caused by meteorite,971,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,2017,discuss
Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,924,unrelated
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1786,unrelated
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',2067,unrelated
Islamic State claims it executed American photojournalist James Foley,11,unrelated
British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,2434,unrelated
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',456,unrelated
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,2360,unrelated
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,1073,unrelated
Accountant Says Comcast Got Him Fired for Contesting Bogus Charges,2058,discuss
Texas City plumber's truck ends up in Syrian war,684,unrelated
Amazon.com to open first physical store in Manhattan: DJ,703,unrelated
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,26,unrelated
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,346,unrelated
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,1898,unrelated
Batman Set To Play Steve Jobs In Upcoming Biopic,1897,unrelated
Bugatti Veyron Vandalized With Penis Graffiti? Viral Photo Isn’t What It Seems,2286,unrelated
Meet The College Student Who Claims She Was The ‘Teletubbies’ Sun Baby,2371,discuss
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,186,unrelated
Nicaraguan commission on possible meteorite crash presents rock samples,220,unrelated
Boko Haram Denies Nigeria Cease-Fire Claim,320,unrelated
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,5,unrelated
7 Bosnian teens get pregnant on school trip,169,unrelated
Amazon plans a streaming-video alternative,788,unrelated
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,1905,unrelated
Watch: US marine survives Taliban sniper headshot in Afghanistan,709,unrelated
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",1948,unrelated
Bali spider burrows under Aussie’s chest,730,unrelated
Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,1003,unrelated
Vogue’s Shiny New Office Has a Big Rat Problem,1737,unrelated
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,1797,discuss
Breaking: Soldier shot at National War Memorial in Ottawa,595,unrelated
Apple-HBO Deal Seen Launching Web-only Apple TV Streaming Service For $15 Per Month,1679,unrelated
ISIS executioner 'Jihadi John' named by media,472,unrelated
Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,1547,unrelated
Dog Found Abandoned With Suitcase Filled With His Belongings,2123,unrelated
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,720,unrelated
